5.840000000000000000e+02 1.038500000000000085e+02
5.600000000000000000e+02 1.267500000000000000e+02
4.640000000000000000e+02 1.842000000000000171e+02
4.480000000000000000e+02 2.545000000000000000e+02
4.080000000000000000e+02 2.736000000000000227e+02
6.560000000000000000e+02 2.806500000000000341e+02
7.040000000000000000e+02 3.115000000000000000e+02
4.880000000000000000e+02 3.445000000000000000e+02
4.960000000000000000e+02 4.111500000000000341e+02
6.880000000000000000e+02 4.344499999999999886e+02
5.120000000000000000e+02 4.424499999999999886e+02
5.360000000000000000e+02 5.137500000000000000e+02
7.120000000000000000e+02 5.350000000000000000e+02
7.200000000000000000e+02 5.365499999999999545e+02
4.080000000000000000e+02 5.840000000000000000e+02
8.000000000000000000e+02 7.093500000000000227e+02
7.040000000000000000e+02 7.138000000000000682e+02
5.920000000000000000e+02 7.566000000000000227e+02
4.720000000000000000e+02 7.870500000000000682e+02
6.240000000000000000e+02 7.920000000000000000e+02
6.960000000000000000e+02 8.150500000000000682e+02
5.360000000000000000e+02 8.563500000000000227e+02
6.320000000000000000e+02 8.668999999999999773e+02
4.720000000000000000e+02 8.802500000000000000e+02
7.200000000000000000e+02 9.043500000000000227e+02
5.040000000000000000e+02 9.348000000000000682e+02
7.520000000000000000e+02 1.018000000000000000e+03
5.520000000000000000e+02 1.024900000000000091e+03
5.680000000000000000e+02 1.054950000000000045e+03
6.720000000000000000e+02 1.076549999999999955e+03
7.760000000000000000e+02 1.076950000000000045e+03
7.440000000000000000e+02 1.095200000000000045e+03
7.360000000000000000e+02 1.098250000000000000e+03
7.920000000000000000e+02 1.121200000000000045e+03
5.120000000000000000e+02 1.138150000000000091e+03
5.200000000000000000e+02 1.187250000000000000e+03
7.200000000000000000e+02 1.227650000000000091e+03
5.680000000000000000e+02 1.308200000000000045e+03
6.880000000000000000e+02 1.337150000000000091e+03
4.480000000000000000e+02 1.379450000000000045e+03
5.520000000000000000e+02 1.403049999999999955e+03
7.680000000000000000e+02 1.407100000000000136e+03
5.360000000000000000e+02 1.441650000000000091e+03
4.240000000000000000e+02 1.509100000000000136e+03
5.280000000000000000e+02 1.573000000000000000e+03
6.400000000000000000e+02 1.587650000000000091e+03
5.440000000000000000e+02 1.614700000000000045e+03
6.960000000000000000e+02 1.668049999999999955e+03
6.640000000000000000e+02 1.671700000000000045e+03
7.120000000000000000e+02 1.684100000000000136e+03
5.200000000000000000e+02 1.703799999999999955e+03
5.120000000000000000e+02 1.751150000000000091e+03
6.960000000000000000e+02 1.809299999999999955e+03
6.800000000000000000e+02 1.892650000000000091e+03
6.400000000000000000e+02 1.955900000000000091e+03
5.840000000000000000e+02 2.005299999999999955e+03
4.480000000000000000e+02 2.007650000000000091e+03
7.920000000000000000e+02 2.076800000000000182e+03
4.800000000000000000e+02 2.101050000000000182e+03
8.000000000000000000e+02 2.103300000000000182e+03
6.960000000000000000e+02 2.138199999999999818e+03
5.360000000000000000e+02 2.138400000000000091e+03
7.520000000000000000e+02 2.292200000000000273e+03
7.600000000000000000e+02 2.324450000000000273e+03
6.320000000000000000e+02 2.419950000000000273e+03
4.880000000000000000e+02 2.422349999999999909e+03
6.240000000000000000e+02 2.427300000000000182e+03
4.640000000000000000e+02 2.498750000000000000e+03
7.600000000000000000e+02 2.539800000000000182e+03
4.400000000000000000e+02 2.583550000000000182e+03
5.120000000000000000e+02 2.601200000000000273e+03
4.480000000000000000e+02 2.608200000000000273e+03
5.840000000000000000e+02 2.645900000000000091e+03
6.720000000000000000e+02 2.665550000000000182e+03
4.640000000000000000e+02 2.706400000000000091e+03
7.920000000000000000e+02 2.801250000000000000e+03
6.800000000000000000e+02 2.855550000000000182e+03
5.920000000000000000e+02 2.946750000000000000e+03
4.080000000000000000e+02 2.965900000000000091e+03
5.680000000000000000e+02 2.981950000000000273e+03
5.520000000000000000e+02 2.997599999999999909e+03
6.640000000000000000e+02 3.025900000000000091e+03
5.360000000000000000e+02 3.225650000000000091e+03
4.240000000000000000e+02 3.262650000000000091e+03
4.240000000000000000e+02 3.451599999999999909e+03
4.320000000000000000e+02 3.584349999999999909e+03
6.320000000000000000e+02 3.731500000000000000e+03
7.120000000000000000e+02 3.745650000000000091e+03
7.920000000000000000e+02 3.902800000000000182e+03
6.480000000000000000e+02 3.978000000000000000e+03
7.040000000000000000e+02 4.070950000000000273e+03
5.760000000000000000e+02 4.208350000000000364e+03
7.280000000000000000e+02 4.300550000000000182e+03
4.720000000000000000e+02 4.323500000000000000e+03
5.600000000000000000e+02 4.328949999999999818e+03
7.840000000000000000e+02 4.488850000000000364e+03
4.480000000000000000e+02 4.492100000000000364e+03
4.400000000000000000e+02 4.557699999999999818e+03
6.320000000000000000e+02 4.799800000000000182e+03
7.040000000000000000e+02 4.829900000000000546e+03
5.440000000000000000e+02 4.911100000000000364e+03
5.360000000000000000e+02 5.559050000000000182e+03
4.240000000000000000e+02 5.940949999999999818e+03
4.640000000000000000e+02 5.999199999999999818e+03
5.280000000000000000e+02 6.042100000000000364e+03
4.480000000000000000e+02 6.184300000000000182e+03
7.920000000000000000e+02 6.192050000000000182e+03
7.280000000000000000e+02 6.229500000000000000e+03
4.640000000000000000e+02 6.255850000000000364e+03
7.520000000000000000e+02 6.257600000000000364e+03
5.280000000000000000e+02 6.270449999999999818e+03
7.360000000000000000e+02 6.275150000000000546e+03
5.040000000000000000e+02 6.278000000000000000e+03
5.520000000000000000e+02 6.364150000000000546e+03
5.200000000000000000e+02 6.422150000000000546e+03
5.280000000000000000e+02 6.426100000000000364e+03
5.920000000000000000e+02 6.516100000000000364e+03
7.120000000000000000e+02 6.558100000000000364e+03
6.640000000000000000e+02 6.567250000000000000e+03
6.320000000000000000e+02 6.567400000000000546e+03
